NmZ,N,Z,A,El,Mass_Excess,Binding_Energy,Beta_decay_Energy,AMU
57,143,86,229,Rn,39362.4,7605.6227,3694.146484375,42257.272
55,142,87,229,Fr,35668.253,7618.338,3106.290771484375,38291.443
53,141,88,229,Ra,32561.963,7628.4862,1872.026611328125,34956.703
51,140,89,229,Ac,30689.936,7633.2446,1104.4190673828125,32947.0
49,139,90,229,Th,29585.517,7634.651,-311.33099365234375,31761.357
47,138,91,229,Pa,29896.848,7629.8752,-1313.7716064453125,32095.585
45,137,92,229,U,31210.62,7620.7218,-2590.7578125,33505.976
43,136,93,229,Np,33801.378,7605.9921,-3593.546142578125,36287.269
41,135,94,229,Pu,37394.924,7586.8834,-4785.48974609375,40145.099
39,134,95,229,Am,42180.414,7562.5697,0.0,45282.534
58,144,86,230,Rn,42170.0,7595.0,2683.0,45271.0
56,143,87,230,Fr,39486.769,7603.7052,4970.462890625,42390.787
54,142,88,230,Ra,34516.306,7621.9144,677.9196166992188,37054.776
52,141,89,230,Ac,33838.386,7621.4604,2975.87451171875,36327.0
50,140,90,230,Th,30862.512,7630.9974,-1311.03125,33132.267
48,139,91,230,Pa,32173.543,7621.8958,558.5261840820312,34539.717
46,138,92,230,U,31615.017,7620.9227,-3621.5986328125,33940.114
44,137,93,230,Np,35236.615,7601.7751,-1695.5543212890625,37828.06
42,136,94,230,Pu,36932.17,7591.0016,-5940.0,39648.313
40,135,95,230,Am,42872.0,7562.0,0.0,46025.0
59,145,86,231,Rn,46550.0,7579.0,4469.0,49973.0
57,144,87,231,Fr,42080.575,7594.5009,3864.0869140625,45175.353
55,143,88,231,Ra,38216.488,7607.8418,2453.635009765625,41027.085
53,142,89,231,Ac,35762.853,7615.0768,1947.04248046875,38393.0
51,141,90,231,Th,33815.811,7620.1188,391.4726867675781,36302.764
49,140,91,231,Pa,33424.338,7618.4267,-381.6138000488281,35882.5
47,139,92,231,U,33805.952,7613.3879,-1817.7347412109375,36292.18
45,138,93,231,Np,35623.686,7602.1321,-2684.890380859375,38243.598
43,137,94,231,Pu,38308.577,7587.1224,-4101.0,41125.946
41,136,95,231,Am,42410.0,7566.0,-4860.0,45529.0
39,135,96,231,Cm,47270.0,7542.0,0.0,50746.0
58,145,87,232,Fr,46072.834,7579.3481,5575.87890625,49461.219
56,144,88,232,Ra,40496.955,7600.0099,1342.5322265625,43475.267
54,143,89,232,Ac,39154.423,7602.4245,3707.713134765625,42034.0
52,142,90,232,Th,35446.71,7615.0338,-499.83880615234375,38053.606
50,141,91,232,Pa,35946.549,7609.5072,1337.1033935546875,38590.205
48,140,92,232,U,34609.445,7611.8984,-2750.0,37154.765
46,139,93,232,Np,37359.0,7597.0,-1001.0,40107.0
44,138,94,232,Pu,38360.915,7588.9839,-5059.0,41182.133
42,137,95,232,Am,43420.0,7564.0,-2913.0,46613.0
40,136,96,232,Cm,46333.0,7548.0,0.0,49740.0
59,146,87,233,Fr,48920.052,7569.2398,4585.99072265625,52517.833
57,145,88,233,Ra,44334.062,7585.5644,3026.0244140625,47594.57
55,144,89,233,Ac,41308.037,7595.1939,2576.39501953125,44346.0
53,143,90,233,Th,38731.642,7602.8937,1242.2320556640625,41580.126
51,142,91,233,Pa,37489.41,7604.8675,570.29931640625,40246.535
49,141,92,233,U,36919.111,7603.9574,-1029.419677734375,39634.294
47,140,93,233,Np,37948.531,7596.1816,-2103.3046875,40739.421
45,139,94,233,Pu,40051.836,7583.7968,-3233.0,42997.411
43,138,95,233,Am,43285.0,7567.0,-4008.0,46468.0
41,137,96,233,Cm,47293.34,7546.002,-5478.0,50771.485
39,136,97,233,Bk,52771.0,7519.0,0.0,56652.0
58,146,88,234,Ra,46930.629,7576.5439,2089.434814453125,50382.1
56,145,89,234,Ac,44841.195,7582.1297,4228.236328125,48139.0
54,144,90,234,Th,40612.958,7596.8557,274.08819580078125,43599.801
52,143,91,234,Pa,40338.87,7594.6837,2193.910400390625,43305.555
50,142,92,234,U,38144.959,7600.716,-1809.84619140625,40950.296
48,141,93,234,Np,39954.806,7589.6382,-395.1806945800781,42893.245
46,140,94,234,Pu,40349.986,7584.6061,-4112.0,43317.489
44,139,95,234,Am,44462.0,7564.0,-2261.0,47731.0
42,138,96,234,Cm,46722.411,7550.6868,-6673.0,50158.568
40,137,97,234,Bk,53395.0,7519.0,0.0,57322.0
59,147,88,235,Ra,51130.0,7561.0,3773.0,54890.0
57,146,89,235,Ac,47357.16,7573.5051,3339.406494140625,50840.0
55,145,90,235,Th,44017.754,7584.3862,1728.8531494140625,47255.0
53,144,91,235,Pa,42288.901,7588.4139,1370.118408203125,45399.0
51,143,92,235,U,40918.782,7590.9151,-124.26190185546875,43928.117
49,142,93,235,Np,41043.044,7587.0571,-1139.3021240234375,44061.518
47,141,94,235,Pu,42182.346,7578.8799,-2442.255859375,45284.609
45,140,95,235,Am,44624.602,7565.1582,-3389.0,47906.478
43,139,96,235,Cm,48013.0,7547.0,-4757.0,51545.0
41,138,97,235,Bk,52770.0,7524.0,0.0,56651.0
58,147,89,236,Ac,51220.998,7559.2423,4965.794921875,54988.0
56,146,90,236,Th,46255.203,7576.9688,921.2476806640625,49657.0
54,145,91,236,Pa,45333.955,7577.5573,2889.373046875,48668.0
52,144,92,236,U,42444.582,7586.4854,-933.5115966796875,45566.13
50,143,93,236,Np,43378.094,7579.2148,476.58538818359375,46568.296
48,142,94,236,Pu,42901.508,7577.9192,-3139.0,46056.661
46,141,95,236,Am,46041.0,7561.0,-1812.0,49427.0
44,140,96,236,Cm,47852.82,7550.309,-5689.0,51372.112
42,139,97,236,Bk,53542.0,7523.0,0.0,57479.0
59,148,89,237,Ac,54020.0,7550.0,4065.0,57993.0
57,147,90,237,Th,49955.097,7563.4433,2427.4736328125,53629.0
55,146,91,237,Pa,47527.624,7570.3847,2137.490478515625,51023.0
53,145,92,237,U,45390.133,7576.1026,518.5338134765625,48728.309
51,144,93,237,Np,44871.599,7574.9895,-220.06300354003906,48171.64
49,143,94,237,Pu,45091.662,7570.7599,-1478.0,48407.888
47,142,95,237,Am,46570.0,7561.0,-2677.0,49995.0
45,141,96,237,Cm,49247.151,7546.6241,-3963.0,52868.988
43,140,97,237,Bk,53210.0,7527.0,-4728.0,57123.0
41,139,98,237,Cf,57938.255,7503.3507,0.0,62199.272
58,148,90,238,Th,52525.0,7555.0,1631.0,56388.0
56,147,91,238,Pa,50894.043,7558.3449,3586.31103515625,54637.0
54,146,92,238,U,47307.732,7570.1262,-146.86520385742188,50786.936
52,145,93,238,Np,47454.597,7566.222,1291.4490966796875,50944.603
50,144,94,238,Pu,46163.148,7568.3611,-2258.273193359375,49558.175
48,143,95,238,Am,48421.421,7555.5853,-1023.7817993164062,51982.531
46,142,96,238,Cm,49445.203,7547.9966,-4771.0,53081.606
44,141,97,238,Bk,54216.0,7525.0,-3061.0,58204.0
42,140,98,238,Cf,57278.0,7509.0,0.0,61490.0
59,149,90,239,Th,56500.0,7540.0,3162.0,60655.0
57,148,91,239,Pa,53337.0,7550.0,2765.0,57260.0
55,147,92,239,U,50572.668,7558.5624,1261.6634521484375,54291.989
53,146,93,239,Np,49311.005,7560.568,722.784912109375,52937.538
51,145,94,239,Pu,48588.22,7560.3187,-802.1401977539062,52161.596
49,144,95,239,Am,49390.36,7553.6891,-1756.60205078125,53022.729
47,143,96,239,Cm,51146.962,7543.0659,-3103.0,54908.519
45,142,97,239,Bk,54250.0,7527.0,-3952.0,58239.0
43,141,98,239,Cf,58202.0,7507.0,-5429.0,62482.0
41,140,99,239,Es,63630.0,7481.0,0.0,68310.0
58,149,91,240,Pa,57010.0,7537.0,4295.0,61203.0
56,148,92,240,U,52715.497,7551.7705,399.26849365234375,56592.411
54,147,93,240,Np,52316.229,7550.1743,2190.909423828125,56163.778
52,146,94,240,Pu,50125.319,7556.0433,-1384.7901611328125,53811.74
50,145,95,240,Am,51510.11,7547.0136,-214.11270141601562,55298.374
48,144,96,240,Cm,51724.222,7542.8617,-3940.0,55528.233
46,143,97,240,Bk,55664.0,7523.0,-2324.0,59758.0
44,142,98,240,Cf,57988.719,7510.24,-6237.0,62253.447
42,141,99,240,Es,64225.0,7481.0,0.0,68949.0
59,150,91,241,Pa,59740.0,7528.0,3543.0,64134.0
57,149,92,241,U,56197.0,7539.0,1882.0,60330.0
55,148,93,241,Np,54315.115,7544.0426,1360.0,58309.671
53,147,94,241,Pu,52955.115,7546.4395,20.77989959716797,56849.651
51,146,95,241,Am,52934.335,7543.2795,-767.4345703125,56827.343
49,145,96,241,Cm,53701.77,7536.8488,-2279.0,57651.218
47,144,97,241,Bk,55981.0,7524.0,-3346.0,60098.0
45,143,98,241,Cf,59327.0,7507.0,-4567.0,63690.0
43,142,99,241,Es,63893.0,7485.0,-5327.0,68592.0
41,141,100,241,Fm,69220.0,7459.0,0.0,74311.0
58,150,92,242,U,58620.0,7532.0,1203.0,62931.0
56,149,93,242,Np,57416.876,7533.4042,2700.0,61639.548
54,148,94,242,Pu,54716.876,7541.3284,-751.1373291015625,58740.979
52,147,95,242,Am,55468.014,7534.9917,664.3145141601562,59547.358
50,146,96,242,Cm,54803.699,7534.504,-2948.0,58834.187
48,145,97,242,Bk,57752.0,7519.0,-1635.0,61999.0
46,144,98,242,Cf,59386.982,7509.0991,-5414.0,63754.544
44,143,99,242,Es,64801.0,7483.0,-3598.0,69567.0
42,142,100,242,Fm,68400.0,7465.0,0.0,73430.0
59,151,92,243,U,62480.0,7518.0,2674.0,67075.0
57,150,93,243,Np,59806.0,7526.0,2051.0,64204.0
55,149,94,243,Pu,57754.561,7531.0087,579.555908203125,62002.068
53,148,95,243,Am,57175.005,7530.1742,-6.930200099945068,61379.889
51,147,96,243,Cm,57181.936,7526.9261,-1507.693603515625,61387.329
49,146,97,243,Bk,58689.629,7517.5021,-2300.0,63005.905
47,145,98,243,Cf,60990.0,7505.0,-3757.0,65475.0
45,144,99,243,Es,64747.0,7486.0,-4569.0,69508.0
43,143,100,243,Fm,69316.0,7464.0,0.0,74414.0
58,151,93,244,Np,63240.0,7514.0,3434.0,67891.0
56,150,94,244,Pu,59806.021,7524.8154,-73.11430358886719,64204.401
54,149,95,244,Am,59879.135,7521.3095,1427.300048828125,64282.892
52,148,96,244,Cm,58451.835,7523.9527,-2261.990234375,62750.622
50,147,97,244,Bk,60713.825,7511.4759,-764.2708740234375,65178.969
48,146,98,244,Cf,61478.096,7505.1373,-4547.0,65999.447
46,145,99,244,Es,66026.0,7483.0,-2938.0,70881.0
44,144,100,244,Fm,68964.0,7468.0,-6634.0,74036.0
42,143,101,244,Md,75597.0,7438.0,0.0,81157.0
59,152,93,245,Np,65850.0,7506.0,2672.0,70693.0
57,151,94,245,Pu,63178.173,7513.2822,1277.755859375,67824.554
55,150,95,245,Am,61900.417,7515.3043,895.8928833007812,66452.827
53,149,96,245,Cm,61004.524,7515.7677,-809.2518920898438,65491.047
51,148,97,245,Bk,61813.776,7509.2714,-1571.37548828125,66359.814
49,147,98,245,Cf,63385.151,7499.6644,-2930.0,68046.755
47,146,99,245,Es,66315.0,7485.0,-3877.0,71192.0
45,145,100,245,Fm,70192.0,7465.0,-5133.0,75354.0
43,144,101,245,Md,75325.0,7441.0,0.0,80864.0
58,152,94,246,Pu,65394.772,7506.5401,401.0,70204.172
56,151,95,246,Am,64994.0,7505.0,2377.0,69774.0
54,150,96,246,Cm,62616.912,7511.4716,-1350.0,67222.016
52,149,97,246,Bk,63966.912,7502.8035,-123.31590270996094,68671.3
50,148,98,246,Cf,64090.228,7499.122,-3728.57421875,68803.685
48,147,99,246,Es,67818.802,7480.7849,-2372.384765625,72806.474
46,146,100,246,Fm,70191.187,7467.9608,-5924.0,75353.334
44,145,101,246,Md,76115.0,7441.0,0.0,81713.0
59,153,94,247,Pu,69210.0,7493.0,2057.0,74300.0
57,152,95,247,Am,67153.0,7499.0,1620.0,72092.0
55,151,96,247,Cm,65533.105,7501.9318,43.58409881591797,70352.678
53,150,97,247,Bk,65489.521,7498.9408,-619.87109375,70305.889
51,149,98,247,Cf,66109.392,7493.2638,-2469.00048828125,70971.348
49,148,99,247,Es,68578.393,7480.1005,-3094.0,73621.929
47,147,100,247,Fm,71672.0,7464.0,-4263.0,76944.0
45,146,101,247,Md,75936.0,7444.0,0.0,81520.0
58,153,95,248,Am,70563.0,7487.0,3170.0,75752.0
56,152,96,248,Cm,67392.748,7496.7291,-738.3048706054688,72349.086
54,151,97,248,Bk,68131.053,7490.5975,893.1015014648438,73141.689
52,150,98,248,Cf,67237.951,7491.044,-3061.0,72182.905
50,149,99,248,Es,70299.0,7476.0,-1599.0,75469.0
48,148,100,248,Fm,71897.793,7465.9451,-5050.0,77185.451
46,147,101,248,Md,76948.0,7442.0,-3741.0,82607.0
44,146,102,248,No,80689.0,7424.0,0.0,86623.0
59,154,95,249,Am,73104.0,7479.0,2353.0,78480.0
57,153,96,249,Cm,70750.696,7485.551,904.3629760742188,75953.992
55,152,97,249,Bk,69846.333,7486.041,123.5999984741211,74983.118
53,151,98,249,Cf,69722.733,7483.3954,-1452.0,74850.428
51,150,99,249,Es,71175.0,7474.0,-2344.0,76409.0
49,149,100,249,Fm,73519.143,7461.8649,-3661.80908203125,78926.042
47,148,101,249,Md,77180.952,7444.0169,-4606.0,82857.155
45,147,102,249,No,81787.0,7422.0,0.0,87802.0
58,154,96,250,Cm,72989.588,7478.9385,37.582000732421875,78357.541
56,153,97,250,Bk,72952.006,7475.9594,1781.6695556640625,78317.195
54,152,98,250,Cf,71170.336,7479.9567,-2055.0,76404.494
52,151,99,250,Es,73225.0,7469.0,-847.0,78611.0
50,150,100,250,Fm,74072.193,7462.0905,-4326.94775390625,79519.765
48,149,101,250,Md,78399.14,7441.6533,-3167.0,84164.934
46,148,102,250,No,81566.0,7426.0,0.0,87565.0
59,155,96,251,Cm,76647.981,7466.7233,1420.0,82284.988
57,154,97,251,Bk,75227.981,7469.2637,1093.0,80760.555
55,153,98,251,Cf,74134.981,7470.5014,-376.5660095214844,79587.171
53,152,99,251,Es,74511.547,7465.8842,-1447.260986328125,79991.431
51,151,100,251,Fm,75958.808,7457.0013,-3007.940673828125,81545.13
49,150,101,251,Md,78966.749,7441.9005,-3882.0,84774.287
47,149,102,251,No,82849.0,7423.0,-4981.0,88942.0
45,148,103,251,Lr,87830.0,7400.0,0.0,94289.0
60,156,96,252,Cm,79056.0,7460.0,521.0,84870.0
58,155,97,252,Bk,78535.0,7459.0,2500.0,84310.0
56,154,98,252,Cf,76034.61,7465.3474,-1260.0,81626.507
54,153,99,252,Es,77294.61,7457.2428,477.9997863769531,82979.173
52,152,100,252,Fm,76816.611,7456.0351,-3650.507568359375,82466.019
50,151,101,252,Md,80467.118,7438.4444,-2404.252197265625,86385.0
48,150,102,252,No,82871.37,7425.7992,-5666.0,88966.07
46,149,103,252,Lr,88537.0,7400.0,0.0,95048.0
59,156,97,253,Bk,80929.0,7451.0,1627.0,86880.0
57,155,98,253,Cf,79301.562,7454.8297,291.0752868652344,85133.723
55,154,99,253,Es,79010.486,7452.8879,-335.0622863769531,84821.241
53,153,100,253,Fm,79345.549,7448.4712,-1827.0,85180.945
51,152,101,253,Md,81173.0,7438.0,-3186.0,87143.0
49,151,102,253,No,84358.696,7422.4719,-4164.775390625,90562.78
47,150,103,253,Lr,88523.471,7402.918,-5118.0,95033.85
45,149,104,253,Rf,93642.0,7380.0,0.0,100528.0
60,157,97,254,Bk,84393.0,7440.0,3052.0,90600.0
58,156,98,254,Cf,81341.395,7449.2259,-652.756103515625,87323.575
56,155,99,254,Es,81994.151,7443.5759,1091.6300048828125,88024.337
54,154,100,254,Fm,80902.521,7444.7936,-2550.0,86852.424
52,153,101,254,Md,83453.0,7432.0,-1271.0,89590.0
50,152,102,254,No,84723.312,7423.5909,-4922.5751953125,90954.211
48,151,103,254,Lr,89645.887,7401.1306,-3555.0,96238.813
46,150,104,254,Rf,93201.0,7384.0,0.0,100055.0
59,157,98,255,Cf,84809.0,7438.0,720.0,91046.0
57,156,99,255,Es,84089.237,7437.8216,288.7716979980469,90273.504
55,155,100,255,Fm,83800.465,7435.886,-1041.603759765625,89963.495
53,154,101,255,Md,84842.069,7428.7333,-1969.86474609375,91081.702
51,153,102,255,No,86811.934,7417.9403,-3135.37158203125,93196.439
49,152,103,255,Lr,89947.305,7402.5767,-4382.0,96562.399
47,151,104,255,Rf,94329.0,7382.0,-5265.0,101267.0
45,150,105,255,Db,99595.0,7359.0,0.0,106919.0
60,158,98,256,Cf,87041.0,7432.0,-144.0,93442.0
58,157,99,256,Es,87185.0,7428.0,1700.0,93597.0
56,156,100,256,Fm,85484.796,7431.7888,-1971.0,91771.699
54,155,101,256,Md,87456.0,7421.0,-367.0,93888.0
52,154,102,256,No,87823.046,7416.5429,-3923.557373046875,94281.912
50,153,103,256,Lr,91746.603,7398.1605,-2475.389404296875,98494.024
48,152,104,256,Rf,94221.992,7385.4349,-6076.0,101151.464
46,151,105,256,Db,100298.0,7359.0,0.0,107674.0
59,158,99,257,Es,89403.0,7422.0,813.0,95979.0
57,157,100,257,Fm,88590.137,7422.1942,-402.3346862792969,95105.419
55,156,101,257,Md,88992.472,7417.5845,-1254.59228515625,95537.343
53,155,102,257,No,90247.064,7409.6587,-2418.0,96884.203
51,154,103,257,Lr,92665.0,7397.0,-3201.0,99480.0
49,153,104,257,Rf,95866.389,7381.7053,-4287.89697265625,102916.796
47,152,105,257,Db,100154.285,7361.9767,0.0,107520.042
60,159,99,258,Es,92702.0,7412.0,2276.0,99520.0
58,158,100,258,Fm,90426.0,7418.0,-1264.0,97077.0
56,157,101,258,Md,91690.35,7409.6615,213.0,98433.634
54,156,102,258,No,91477.0,7407.0,-3304.0,98205.0
52,155,103,258,Lr,94782.0,7392.0,-1562.0,101753.0
50,154,104,258,Rf,96344.338,7382.5257,-5163.365234375,103429.895
48,153,105,258,Db,101507.703,7359.4803,-3788.0,108972.995
46,152,106,258,Sg,105296.0,7342.0,0.0,113040.0
59,159,100,259,Fm,93704.0,7407.0,140.0,100596.0
57,158,101,259,Md,93564.0,7405.0,-515.0,100445.0
55,157,102,259,No,94079.381,7399.9714,-1771.0,100998.364
53,156,103,259,Lr,95851.0,7390.0,-2516.0,102900.0
51,155,104,259,Rf,98367.0,7377.0,-3624.0,105601.0
49,154,105,259,Db,101991.021,7360.3626,-4528.0,109491.859
47,153,106,259,Sg,106519.0,7340.0,0.0,114353.0
60,160,100,260,Fm,95766.0,7402.0,-784.0,102809.0
58,159,101,260,Md,96550.0,7396.0,940.0,103650.0
56,158,102,260,No,95610.0,7397.0,-2667.0,102641.0
54,157,103,260,Lr,98277.0,7383.0,-871.0,105504.0
52,156,104,260,Rf,99148.0,7377.0,-4525.0,106440.0
50,155,105,260,Db,103673.0,7357.0,-2875.0,111297.0
48,154,106,260,Sg,106547.495,7342.5632,-6576.0,114383.435
46,153,107,260,Bh,113123.0,7314.0,0.0,121443.0
59,160,101,261,Md,98578.0,7391.0,123.0,105828.0
57,159,102,261,No,98455.0,7388.0,-1102.0,105696.0
55,158,103,261,Lr,99557.0,7381.0,-1761.0,106879.0
53,157,104,261,Rf,101318.233,7371.3858,-2990.0,108769.591
51,156,105,261,Db,104308.0,7357.0,-3697.0,111979.0
49,155,106,261,Sg,108005.004,7339.771,-5074.4052734375,115948.135
47,154,107,261,Bh,113079.41,7317.3313,0.0,121395.733
60,161,101,262,Md,101667.0,7382.0,1566.0,109144.0
58,160,102,262,No,100101.0,7385.0,-2004.0,107463.0
56,159,103,262,Lr,102105.0,7374.0,-287.0,109615.0
54,158,104,262,Rf,102392.0,7370.0,-3861.0,109923.0
52,157,105,262,Db,106253.0,7352.0,-2116.0,114067.0
50,156,106,262,Sg,108369.072,7341.1736,-5883.04638671875,116338.978
48,155,107,262,Bh,114252.119,7315.7331,0.0,122654.688
59,161,102,263,No,103129.0,7376.0,-540.0,110714.0
57,160,103,263,Lr,103669.0,7371.0,-1087.0,111293.0
55,159,104,263,Rf,104757.0,7364.0,-2353.0,112461.0
53,158,105,263,Db,107110.0,7352.0,-3085.0,114987.0
51,157,106,263,Sg,110195.0,7337.0,-4301.0,118299.0
49,156,107,263,Bh,114496.0,7318.0,-5182.0,122916.0
47,155,108,263,Hs,119678.0,7295.0,0.0,128479.0
60,162,102,264,No,105011.0,7371.0,-1364.0,112734.0
58,161,103,264,Lr,106375.0,7363.0,300.0,114198.0
56,160,104,264,Rf,106075.0,7361.0,-3187.0,113876.0
54,159,105,264,Db,109262.0,7346.0,-1521.0,117297.0
52,158,106,264,Sg,110783.0,7338.0,-5175.0,118930.0
50,157,107,264,Bh,115958.0,7315.0,-3605.0,124486.0
48,156,108,264,Hs,119563.165,7298.3762,0.0,128356.33
59,162,103,265,Lr,108233.0,7359.0,-457.0,116193.0
57,161,104,265,Rf,108690.0,7354.0,-1692.0,116683.0
55,160,105,265,Db,110382.0,7345.0,-2412.0,118500.0
53,159,106,265,Sg,112794.0,7333.0,-3601.0,121089.0
51,158,107,265,Bh,116395.0,7316.0,-4505.0,124955.0
49,157,108,265,Hs,120900.245,7296.2474,-5724.0,129791.744
47,156,109,265,Mt,126624.0,7272.0,0.0,135937.0
60,163,103,266,Lr,111662.0,7349.0,1526.0,119874.0
58,162,104,266,Rf,110136.0,7351.0,-2604.0,118236.0
56,161,105,266,Db,112740.0,7339.0,-877.0,121032.0
54,160,106,266,Sg,113617.0,7332.0,-4487.0,121973.0
52,159,107,266,Bh,118104.0,7313.0,-3036.0,126790.0
50,158,108,266,Hs,121139.675,7298.2611,-6533.0068359375,130048.783
48,157,109,266,Mt,127672.681,7270.7598,0.0,137062.253
59,163,104,267,Rf,113444.0,7342.0,-570.0,121787.0
57,162,105,267,Db,114014.0,7337.0,-1792.0,122399.0
55,161,106,267,Sg,115806.0,7327.0,-2958.0,124323.0
53,160,107,267,Bh,118765.0,7313.0,-3893.0,127499.0
51,159,108,267,Hs,122658.0,7295.0,-5133.0,131678.0
49,158,109,267,Mt,127791.0,7273.0,-6089.0,137189.0
47,157,110,267,Ds,133880.0,7248.0,0.0,143726.0
60,164,104,268,Rf,115476.0,7337.0,-1584.0,123968.0
58,163,105,268,Db,117060.0,7328.0,260.0,125669.0
56,162,106,268,Sg,116800.0,7326.0,-3907.0,125389.0
54,161,107,268,Bh,120707.0,7309.0,-2261.0,129584.0
52,160,108,268,Hs,122968.0,7297.0,-6183.0,132011.0
50,159,109,268,Mt,129151.0,7271.0,-4497.0,138649.0
48,158,110,268,Ds,133648.0,7252.0,0.0,143477.0
59,164,105,269,Db,119148.0,7323.0,-544.0,127911.0
57,163,106,269,Sg,119692.0,7318.0,-1785.0,128495.0
55,162,107,269,Bh,121477.0,7309.0,-3016.0,130411.0
53,161,108,269,Hs,124493.0,7294.0,-4807.0,133649.0
51,160,109,269,Mt,129300.0,7274.0,-5535.0,138809.0
49,159,110,269,Ds,134834.671,7250.1551,0.0,144750.965
60,165,105,270,Db,122397.0,7314.0,966.0,131399.0
58,164,106,270,Sg,121431.0,7314.0,-2799.0,130362.0
56,163,107,270,Bh,124230.0,7301.0,-882.0,133366.0
54,162,108,270,Hs,125112.0,7295.0,-5597.0,134313.0
52,161,109,270,Mt,130709.0,7271.0,-3973.0,140322.0
50,160,110,270,Ds,134681.584,7253.7634,0.0,144586.62
59,165,106,271,Sg,124617.0,7305.0,-1242.0,133782.0
57,164,107,271,Bh,125859.0,7298.0,-1832.0,135115.0
55,163,108,271,Hs,127691.0,7288.0,-3409.0,137082.0
53,162,109,271,Mt,131100.0,7273.0,-4853.0,140741.0
51,161,110,271,Ds,135952.0,7252.0,0.0,145951.0
60,166,106,272,Sg,126520.0,7301.0,-2267.0,135825.0
58,165,107,272,Bh,128787.0,7290.0,-217.0,138259.0
56,164,108,272,Hs,129004.0,7286.0,-4477.0,138492.0
54,163,109,272,Mt,133481.0,7267.0,-2601.0,143298.0
52,162,110,272,Ds,136083.0,7255.0,-6690.0,146091.0
50,161,111,272,Rg,142773.0,7227.0,0.0,153273.0
61,167,106,273,Sg,129920.0,7292.0,-763.0,139475.0
59,166,107,273,Bh,130683.0,7286.0,-1084.0,140294.0
57,165,108,273,Hs,131767.0,7279.0,-3015.0,141458.0
55,164,109,273,Mt,134782.0,7265.0,-3503.0,144695.0
53,163,110,273,Ds,138285.0,7250.0,-4600.0,148455.0
51,162,111,273,Rg,142885.0,7230.0,0.0,153393.0
60,167,107,274,Bh,133762.0,7278.0,356.0,143599.0
58,166,108,274,Hs,133406.0,7276.0,-3843.0,143217.0
56,165,109,274,Mt,137249.0,7259.0,-1948.0,147343.0
54,164,110,274,Ds,139197.0,7249.0,-5415.0,149434.0
52,163,111,274,Rg,144612.0,7227.0,0.0,155247.0
61,168,107,275,Bh,135780.0,7273.0,-712.0,145766.0
59,167,108,275,Hs,136492.0,7268.0,-2275.0,146530.0
57,166,109,275,Mt,138767.0,7257.0,-2899.0,148972.0
55,165,110,275,Ds,141666.0,7243.0,-3729.0,152085.0
53,164,111,275,Rg,145395.0,7227.0,0.0,156088.0
62,169,107,276,Bh,138950.0,7265.0,765.0,149169.0
60,168,108,276,Hs,138185.0,7265.0,-3127.0,148348.0
58,167,109,276,Mt,141312.0,7250.0,-1227.0,151705.0
56,166,110,276,Ds,142539.0,7243.0,-4847.0,153022.0
54,165,111,276,Rg,147386.0,7223.0,-2974.0,158226.0
52,164,112,276,Cn,150360.0,7209.0,0.0,161418.0
63,170,107,277,Bh,141100.0,7260.0,-275.0,151477.0
61,169,108,277,Hs,141375.0,7256.0,-1633.0,151772.0
59,168,109,277,Mt,143008.0,7247.0,-2084.0,153525.0
57,167,110,277,Ds,145092.0,7237.0,-3315.0,155763.0
55,166,111,277,Rg,148407.0,7222.0,-3925.0,159322.0
53,165,112,277,Cn,152332.0,7205.0,0.0,163535.0
64,171,107,278,Bh,144370.0,7251.0,1150.0,154988.0
